dataset_name,selection_type,selection_rank,filename,msa_id,tile_x,tile_y,bf_mean,bf_active_fraction,bh_mean_m,bh_active_mean_m,bh_p95_m,bh_max_m,active_union_fraction
CONUSStratifiedTest,high_density,1,MSA_29820_X23808_Y56192.tif,29820,23808.0,56192.0,0.2313266545534134,0.6274261474609375,8.937986373901367,13.567106246948242,57.252166748046875,75.00000762939453,0.6587982177734375
CONUSStratifiedTest,high_rise,1,MSA_16620_X121984_Y50560.tif,16620,121984.0,50560.0,0.01275201328098774,0.07489013671875,3.8037195205688477,45.64741897583008,75.0,75.00000762939453,0.0833282470703125
CONUSStratifiedTest,high_density,2,MSA_23420_X11008_Y50624.tif,23420,11008.0,50624.0,0.2171289175748825,0.7451019287109375,3.8028745651245117,4.847418308258057,9.1038179397583,27.818321228027344,0.784515380859375
CONUSStratifiedTest,high_rise,2,MSA_48540_X123264_Y43520.tif,48540,123264.0,43520.0,0.017636921256780624,0.088104248046875,2.5438647270202637,26.065465927124023,65.42574310302734,75.00000762939453,0.09759521484375
