"geography","population_source","population_2010","population_2020","population_growth_pct","touched_cell_population_2010","touched_cell_population_2020","touched_cell_population_growth_pct","nhgis_tabular_population_2010","nhgis_tabular_population_2020","nhgis_tabular_population_growth_pct","baseline_volume_2010_m3","reference_total_2020_m3","legacy_baseline_volume_2010_raw_units","legacy_reference_total_2020_raw_units","expected_volume_2010_m3","expected_volume_2020_m3","expected_growth_pct"
"Los Angeles--Long Beach--Anaheim urban area","LandScan 2010/2020 clipped to 2010 NHGIS urban area G51445 using cell-center inclusion",12531704,12693798,1.29347134276392,12631614,12809732,1.41009692031438,12150996,12237376,0.710888226775813,4441738811.65869,4578061598.0596,14160498760.8115,14597130014.0396,7290371894.79806,7375402746.04046,1.1663444947585
