"n_msa","intercept","beta","beta_se","beta_p_value","beta_ci95_low","beta_ci95_high","beta_ols_ci95_low","beta_ols_ci95_high","beta_robust_se","beta_robust_ci95_low","beta_robust_ci95_high","r2"
379,7.96309510500778,0.902284063324277,0.0252912265212376,6.6983761465869e-123,0.865243495600616,0.939324631047938,0.8525545218006,0.952013604847955,0.0188379253069993,0.865243495600616,0.939324631047938,0.771482023204236
