"baseline_volume_2010_m3","reference_delta_from_evaldf_m3","reference_delta_from_raster_m3","reference_growth_pct","reference_delta_evaldf_minus_raster_m3","legacy_baseline_volume_2010_raw_units","legacy_reference_delta_from_raster_raw_units","legacy_reference_total_2020_raw_units"
4441738811.65869,136322786.400911,136322784.869292,3.06913108089765,1.53161886334419,14160498760.8115,436631253.22805,14597130014.0396
