"model_key","model_class","model_class_label","training_regime","training_regime_label","learning_rate","window_id","window_row","window_col","n_pixels","generated_mean","generated_variance","generated_expected_variance","generated_expected_variance_ci95_low","generated_expected_variance_ci95_high","generated_log10_variance_ratio","reference_mean","reference_variance","reference_expected_variance","reference_expected_variance_ci95_low","reference_expected_variance_ci95_high","reference_log10_variance_ratio","evaldf_path","generated_growth_pct","reference_growth_pct"
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",5e-04,39,5,13,627,472.60543254552,127073.497442288,713541.479722513,522000.791457467,975365.270736528,-0.749364241501854,529.765267232991,245348.627639153,890590.0150762,650568.138290938,1219166.03084353,-0.559894188602199,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0005.csv",2.31338111169673,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",5e-04,40,5,14,372,348.269311083423,105749.302557827,394489.754695008,289728.248098581,537131.493323969,-0.571758216837573,389.763262602793,376776.019954145,490836.908872074,359968.365309771,669283.454682939,-0.114853958230867,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0005.csv",2.31338111169673,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",5e-04,41,5,15,221,286.0193600195,73236.8885617101,269163.855281504,198184.84604705,365563.676714228,-0.565286854947936,464.215407895675,439048.294986287,689156.084555248,504277.351466182,941815.267924777,-0.195805299948753,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0005.csv",2.31338111169673,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",5e-04,42,5,16,74,464.145701059532,56994.9879229759,688955.205836975,504131.334667274,941538.926484593,-1.08235432010378,512.885626498752,173133.206799764,836329.664860772,611185.613808974,1144410.62178657,-0.683997128440116,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0005.csv",2.31338111169673,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",5e-04,43,6,5,1020,577.091070579716,812929.065336147,1051521.08150159,767283.009822507,1441054.43583073,-0.11176533256979,1038.68675336805,18703882.5606851,3290896.38093141,2383268.5140759,4544179.10783618,0.754617558883984,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0005.csv",2.31338111169673,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",5e-04,44,6,6,1894,992.575430650715,1827699.39954983,3013212.9016633,2183443.32553232,4158318.14115744,-0.217125049122328,1669.87340621542,9407703.01028866,8271931.05964477,5954109.68112573,11492036.1095161,0.0558766925558535,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0005.csv",2.31338111169673,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",5e-04,45,6,7,794,728.318197194922,748307.268569026,1652105.33968773,1201923.68703735,2270902.95570479,-0.343957771167843,910.179821480569,2772965.39190108,2546634.8501144,1847405.62476457,3510517.11269078,0.0369777713802011,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0005.csv",2.31338111169673,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",5e-04,46,6,8,842,955.377030363209,1830398.43355576,2797861.63516419,2028389.89458157,3859233.2521645,-0.184280597736364,1504.48706738476,6679005.85108356,6755785.34507676,4869312.30077867,9373117.35405745,-0.00496401813919723,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0005.csv",2.31338111169673,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",5e-04,47,6,9,1391,662.804750785555,1118817.06619965,1375845.98112938,1002154.86517109,1888881.87801863,-0.0898107372038184,727.689718266758,2253482.5107051,1649338.894412,1199924.37648653,2267075.19400974,0.13554429130599,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0005.csv",2.31338111169673,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",5e-04,48,6,10,2337,457.21310947849,908244.591056513,669118.989498655,489711.179795867,914253.62658523,0.13269946488497,432.907072112222,1157303.49963683,601794.369339094,440747.180968937,821687.531096796,0.283999146446125,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0005.csv",2.31338111169673,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",5e-04,49,6,11,1784,781.818782729433,1198762.54228388,1895834.13030722,1377983.54584469,2608294.60589424,-0.199067173422859,790.747009849885,1867973.02927979,1938089.13062028,1408491.04585597,2666818.14504952,-0.0160031445265159,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0005.csv",2.31338111169673,3.06913108089765
