"model_key","model_class","model_class_label","training_regime","training_regime_label","learning_rate","window_id","window_row","window_col","n_pixels","generated_mean","generated_variance","generated_expected_variance","generated_expected_variance_ci95_low","generated_expected_variance_ci95_high","generated_log10_variance_ratio","reference_mean","reference_variance","reference_expected_variance","reference_expected_variance_ci95_low","reference_expected_variance_ci95_high","reference_log10_variance_ratio","evaldf_path","generated_growth_pct","reference_growth_pct"
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,13,3,5,1135,591.416701369839,244100.259124287,1102786.05527304,804437.046313116,1511786.52111867,-0.65492302537367,896.596957145314,1312205.57855719,2473376.0037758,1794608.04622819,3408871.85305538,-0.275288263296267,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,14,3,6,1243,884.52482570183,545558.296952819,2409135.86892142,1748301.73700897,3319756.2594963,-0.645020128762139,1255.7773463723,2394884.38474863,4756979.18300034,3436617.07075511,6584629.73371849,-0.298046698619346,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,15,3,7,1433,715.646446437764,563177.783454387,1596761.12040896,1161922.1466594,2194334.69185528,-0.452594435235451,872.297067332883,2967360.04739782,2344903.53803191,1701992.88215146,3230667.21390981,0.102245263132542,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,16,3,8,487,627.671070530085,469940.434247903,1237802.71964169,902236.320957059,1698175.45266534,-0.420608618711864,774.987524175917,1375231.96846462,1863808.60891756,1354858.58947204,2563944.7228429,-0.132025354055256,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,17,3,9,431,398.237310578752,166504.154820401,511765.401294417,375213.148847241,698013.453863962,-0.487645846343607,610.900175449458,638713.709103656,1174405.84728948,856324.110665345,1610639.09910945,-0.264511967114479,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,18,3,10,15,368.205814454903,108753.657063024,439508.567258265,322561.030505344,598856.53388069,-0.606523475205442,258.818089714603,85810.7424537562,221698.646556791,163445.99164498,300712.727124395,-0.412221382206662,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,19,4,1,473,256.835634799978,130279.877286902,218413.957602866,161040.280470096,296228.103530936,-0.224403047405047,212.961918125678,245472.609263059,151827.239056222,112214.478096018,205423.675363093,0.208653344432248,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,20,4,2,320,399.080756258599,187785.104078947,513871.651564646,376747.157479394,700905.28631585,-0.437193520701845,327.102391751645,530926.127937993,349278.150543033,256729.838541717,475189.121528382,0.181862679622629,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,21,4,3,205,317.016024182831,198087.680275893,328673.708031884,241682.181250088,446977.124224332,-0.219907498284063,206.671442565237,238371.35404411,143242.265694176,105910.167704249,193733.492505626,0.221182881725673,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,22,4,4,152,318.316864943718,131187.42718253,331296.941519699,243598.297194334,450568.270486499,-0.402325211698232,635.537942798549,629591.243380593,1268097.39493246,924170.273477401,1740015.93557404,-0.304093931330306,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,23,4,5,951,346.305227153121,147549.522184272,390182.33300895,286585.534124651,531227.975122042,-0.422329793722642,653.161070196998,1517233.25313809,1337250.79172562,974225.858165118,1835549.39030137,0.0548394888559319,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,24,4,6,1767,445.967895275969,359069.679012039,637540.990456688,466749.334535355,870828.267847711,-0.24932937933867,909.228821760083,3567706.25197583,2541471.90571006,1843685.02842345,3503352.98488417,0.147303776199519,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,25,4,7,1023,914.755421139491,1220965.3814806,2571546.63989196,1865357.22261887,3545086.18561303,-0.323491055090987,1820.67345309369,10780574.6070688,9783620.28431818,7034401.66373083,13607301.7213742,0.0421423206693129,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,26,4,8,713,775.088689175832,551178.530466039,1864280.94897267,1355199.67529992,2564598.79680335,-0.529219068987195,1421.17684778826,5989638.3714483,6048498.67269786,4362718.5142456,8385674.22449303,-0.0042469873294891,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,27,4,9,855,567.30722440426,428802.839796585,1017189.4802978,742394.68313733,1393698.61117002,-0.375144207223989,879.806135614649,2591752.48512071,2384248.89851585,1730360.24197177,3285236.60691389,0.0362419329645811,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,28,4,10,784,543.573131328955,205039.64154737,936204.67709399,683663.235968595,1282033.5382974,-0.659532972508146,758.082984722014,1172112.03772333,1785696.62233466,1298444.44217099,2455794.27463673,-0.182838550931053,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
"unet_los_angeles_model","1","U-Net baseline","LALegacy","Los Angeles Model",1e-04,29,4,11,184,451.855791335505,124143.783476836,653982.640620371,478705.746304786,893436.725032513,-0.721641243464059,512.875978477372,356728.374502348,836299.123907189,611163.442319268,1144368.55384189,-0.370023986931484,"/Users/9oy/Documents/Projects/IM3/EvaluationP/Script/Revision/5_UrbanScaling/data/model_evaldfs/unet_los_angeles_model/Evaldf_0.0001.csv",2.21499516651502,3.06913108089765
