"n","intercept","coefficient_a","beta","beta_se","beta_p_value","beta_ci95_low","beta_ci95_high","intercept_ci95_low","intercept_ci95_high","r2"
301,1.52300387950863,4.58598025764688,1.94129353117957,0.00652770016820801,0,1.92844747634779,1.95413958601136,1.28954176947662,1.75646598954063,0.996630671014749
