training_regime,training_regime_label,dataset_name,family,model_class,learning_rate,learning_rate_label,learning_rate_display,checkpoint,target,evaluation_mode,mask_type,hisdac_code,land_use_type,n_tiles,median_tile_bias_m,tile_bias_iqr_low_m,tile_bias_iqr_high_m,reference_mean_bh_m,generated_mean_bh_m,mean_bias_m,mae_m,n_pixels,n_reference_built_pixels
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,1e-4,lr_0p0001,0.0001,1000,BH,oracle_bf,reference_built,5,Residential-Income,1840,-2.0030550956726074,-5.450341582298279,0.4258657395839691,9.653806053803585,7.2168262838252275,-2.4369797533334236,5.381649908951363,4273789,4273789
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,2e-4,lr_0p0002,0.0002,1000,BH,oracle_bf,reference_built,5,Residential-Income,1840,-0.3215108811855316,-3.3725393414497375,1.863594740629196,9.653806053803585,8.131748506316,-1.5220575445806106,5.257013940827034,4273789,4273789
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,5e-4,lr_0p0005,0.0005,1000,BH,oracle_bf,reference_built,5,Residential-Income,1840,0.851713240146637,-1.9545558989048006,3.445670247077942,9.653806053803585,9.384844527588454,-0.2689615680619961,5.419138614311347,4273789,4273789
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,0.001,lr_0p001,0.001,1000,BH,oracle_bf,reference_built,5,Residential-Income,1840,-0.5204338729381561,-3.455444872379303,1.4269503951072693,9.653806053803585,8.07203350257093,-1.5817725897461439,5.110856807472796,4273789,4273789
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,1e-4,lr_0p0001,0.0001,1000,BH,oracle_bf,reference_built,5,Residential-Income,1840,-1.144277274608612,-4.603080153465271,1.2948656380176544,9.653806053803585,7.451975229864404,-2.201830820365056,5.396937955436154,4273789,4273789
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,2e-4,lr_0p0002,0.0002,1000,BH,oracle_bf,reference_built,5,Residential-Income,1840,-0.7039204239845276,-4.003600716590881,1.5689285397529602,9.653806053803585,7.876170466930501,-1.777635607404503,5.347592061241629,4273789,4273789
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,5e-4,lr_0p0005,0.0005,1000,BH,oracle_bf,reference_built,5,Residential-Income,1840,-0.8605557680130005,-4.032846093177795,1.2207674086093903,9.653806053803585,7.711076643634404,-1.9427294403235909,5.2341264117790836,4273789,4273789
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,0.001,lr_0p001,0.001,1000,BH,oracle_bf,reference_built,5,Residential-Income,1840,-1.1517462730407715,-4.362407207489014,1.078238993883133,9.653806053803585,7.53721070532427,-2.116595373668887,5.226598056875676,4273789,4273789
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,1e-4,lr_0p0001,0.0001,1000,BH,oracle_bf,reference_built,6,Residential-Owned,1922,-3.0867847204208374,-7.538384675979614,0.12361531145870687,10.30934291797456,6.974953405855194,-3.334389508658152,6.210725620421402,11571039,11571039
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,2e-4,lr_0p0002,0.0002,1000,BH,oracle_bf,reference_built,6,Residential-Owned,1922,-0.1543227657675743,-3.6883908510208125,2.276262581348419,10.30934291797456,9.217076926001596,-1.0922659831584376,5.836462715343496,11571039,11571039
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,5e-4,lr_0p0005,0.0005,1000,BH,oracle_bf,reference_built,6,Residential-Owned,1922,1.259362816810608,-1.8186303079128265,3.910595595836639,10.30934291797456,10.757012207896448,0.44766932818811805,6.045465908095769,11571039,11571039
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,0.001,lr_0p001,0.001,1000,BH,oracle_bf,reference_built,6,Residential-Owned,1922,-0.6476293504238129,-3.8384111523628235,1.5646813809871671,10.30934291797456,9.016958813705388,-1.2923840836811036,5.555989835160476,11571039,11571039
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,1e-4,lr_0p0001,0.0001,1000,BH,oracle_bf,reference_built,6,Residential-Owned,1922,-1.3103322982788086,-5.213759660720825,1.494207501411438,10.30934291797456,8.338689935287778,-1.9706529563003183,5.979831887739628,11571039,11571039
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,2e-4,lr_0p0002,0.0002,1000,BH,oracle_bf,reference_built,6,Residential-Owned,1922,-0.644759476184845,-4.541129231452942,1.7721799612045288,10.30934291797456,8.804564307549793,-1.5047786152458598,5.975401773187249,11571039,11571039
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,5e-4,lr_0p0005,0.0005,1000,BH,oracle_bf,reference_built,6,Residential-Owned,1922,-0.8797594308853149,-4.606320858001709,1.5931934714317322,10.30934291797456,8.56699316634532,-1.7423497409545843,5.858231052392469,11571039,11571039
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,0.001,lr_0p001,0.001,1000,BH,oracle_bf,reference_built,6,Residential-Owned,1922,-1.2198421359062195,-4.886165738105774,1.3452962934970856,10.30934291797456,8.324139560016675,-1.9852033390182473,5.741313983828731,11571039,11571039
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,1e-4,lr_0p0001,0.0001,1000,BH,oracle_bf,reference_built,7,Governmental,1416,-2.2247177362442017,-5.830047845840454,0.009632344124838705,10.107696354482462,7.36425545177367,-2.743440908153199,5.38028187754323,870386,870386
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,2e-4,lr_0p0002,0.0002,1000,BH,oracle_bf,reference_built,7,Governmental,1416,-0.588005930185318,-3.660895824432373,1.4361189305782316,10.107696354482462,8.291250458502015,-1.8164458860295787,5.202085308965234,870386,870386
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,5e-4,lr_0p0005,0.0005,1000,BH,oracle_bf,reference_built,7,Governmental,1416,0.6654171347618103,-2.045739889144897,2.9957299232482906,10.107696354482462,9.602769482305138,-0.5049268900980828,5.31095016788567,870386,870386
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,0.001,lr_0p001,0.001,1000,BH,oracle_bf,reference_built,7,Governmental,1416,-0.8538467288017273,-3.7058541774749756,1.3899073600769043,10.107696354482462,8.394808392956389,-1.7128879236898267,5.0595108447167165,870386,870386
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,1e-4,lr_0p0001,0.0001,1000,BH,oracle_bf,reference_built,7,Governmental,1416,-1.3679634928703308,-4.783336758613586,0.9906509071588516,10.107696354482462,7.711727512698939,-2.395968868890599,5.344358081527877,870386,870386
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,2e-4,lr_0p0002,0.0002,1000,BH,oracle_bf,reference_built,7,Governmental,1416,-0.8692552149295807,-4.355708122253418,1.3782904148101807,10.107696354482462,8.201588658416318,-1.9061076693773977,5.301605982289867,870386,870386
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,5e-4,lr_0p0005,0.0005,1000,BH,oracle_bf,reference_built,7,Governmental,1416,-0.9912358224391937,-4.187504529953003,1.0668458044528961,10.107696354482462,8.031471749611306,-2.076224590573869,5.194983310454896,870386,870386
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,0.001,lr_0p001,0.001,1000,BH,oracle_bf,reference_built,7,Governmental,1416,-1.2788397073745728,-4.420273423194885,0.6804063022136688,10.107696354482462,7.891245497238811,-2.216450829402102,5.162244634297802,870386,870386
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,1e-4,lr_0p0001,0.0001,1000,BH,oracle_bf,reference_built,4,Recreational,1211,-2.710206985473633,-6.258671045303345,-0.05836894549429417,10.373280901424229,7.396340644287547,-2.9769402843780064,5.778815516494869,356669,356669
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,2e-4,lr_0p0002,0.0002,1000,BH,oracle_bf,reference_built,4,Recreational,1211,-0.6803540587425232,-4.151296138763428,1.5479458570480347,10.373280901424229,8.243948971818533,-2.129331954235815,5.623816089972993,356669,356669
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,5e-4,lr_0p0005,0.0005,1000,BH,oracle_bf,reference_built,4,Recreational,1211,0.5159658789634705,-2.5739797353744507,3.0668429136276245,10.373280901424229,9.666943640341792,-0.7063372997827776,5.802896468438147,356669,356669
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,0.001,lr_0p001,0.001,1000,BH,oracle_bf,reference_built,4,Recreational,1211,-0.8273394107818604,-4.092419147491455,1.5454347729682922,10.373280901424229,8.327567239374519,-2.0457136795023625,5.528469148942443,356669,356669
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,1e-4,lr_0p0001,0.0001,1000,BH,oracle_bf,reference_built,4,Recreational,1211,-1.4113564491271973,-4.970135688781738,1.0304949879646301,10.373280901424229,7.708033791211222,-2.6652471305269536,5.756351602732774,356669,356669
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,2e-4,lr_0p0002,0.0002,1000,BH,oracle_bf,reference_built,4,Recreational,1211,-0.8431944251060486,-4.846176624298096,1.4341340065002441,10.373280901424229,8.350376807940313,-2.0229041328004915,5.7459117652890495,356669,356669
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,5e-4,lr_0p0005,0.0005,1000,BH,oracle_bf,reference_built,4,Recreational,1211,-1.169214963912964,-4.449531078338623,1.1248636841773987,10.373280901424229,8.075986231906226,-2.2972946668110072,5.661517651033311,356669,356669
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,0.001,lr_0p001,0.001,1000,BH,oracle_bf,reference_built,4,Recreational,1211,-1.437013864517212,-4.9193267822265625,0.9628536999225616,10.373280901424229,7.928433692016549,-2.4448472697636103,5.556224360361631,356669,356669
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,1e-4,lr_0p0001,0.0001,1000,BH,oracle_bf,reference_built,1,Agriculture,1240,-3.1465054750442505,-7.374458074569702,0.00209577643545344,9.637156662214096,6.565513277966394,-3.071643388664542,5.97981922960449,277325,277325
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,2e-4,lr_0p0002,0.0002,1000,BH,oracle_bf,reference_built,1,Agriculture,1240,1.0819085240364075,-3.0728442072868347,4.605009317398071,9.637156662214096,10.04799756945324,0.41084086212888354,6.227693750429098,277325,277325
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,5e-4,lr_0p0005,0.0005,1000,BH,oracle_bf,reference_built,1,Agriculture,1240,3.155642509460449,-0.9162554740905762,6.846625804901123,9.637156662214096,11.878905809321726,2.241749111642178,6.6447437676813434,277325,277325
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,0.001,lr_0p001,0.001,1000,BH,oracle_bf,reference_built,1,Agriculture,1240,0.33782975375652313,-3.177886188030243,3.1154045462608337,9.637156662214096,9.727015411942125,0.08985868249835566,5.6153804289657385,277325,277325
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,1e-4,lr_0p0001,0.0001,1000,BH,oracle_bf,reference_built,1,Agriculture,1240,-0.07229327782988548,-4.308661580085754,2.947862446308136,9.637156662214096,8.993461826381074,-0.6436949132203759,5.9021954527716245,277325,277325
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,2e-4,lr_0p0002,0.0002,1000,BH,oracle_bf,reference_built,1,Agriculture,1240,0.6294271647930145,-3.81064635515213,3.839274287223816,9.637156662214096,9.520727747179409,-0.11642890567740263,6.075089503012904,277325,277325
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,5e-4,lr_0p0005,0.0005,1000,BH,oracle_bf,reference_built,1,Agriculture,1240,0.20364905893802643,-3.6237833499908443,3.153079926967621,9.637156662214096,9.213322680035342,-0.4238339636500237,5.921916273148101,277325,277325
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,0.001,lr_0p001,0.001,1000,BH,oracle_bf,reference_built,1,Agriculture,1240,-0.046503160148859024,-4.190084338188171,3.094556450843811,9.637156662214096,8.9955438161943,-0.6416128653098075,5.698564516237899,277325,277325
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,1e-4,lr_0p0001,0.0001,1000,BH,oracle_bf,reference_built,8,Vacant Land,1680,-2.660194993019104,-7.127769827842712,0.37203387171030045,10.093720071698279,7.209644758938759,-2.884075299525384,5.9369020334072875,1409654,1409654
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,2e-4,lr_0p0002,0.0002,1000,BH,oracle_bf,reference_built,8,Vacant Land,1680,-0.2775866687297821,-3.80638062953949,2.112764835357666,10.093720071698279,8.729592199198388,-1.364127877532284,5.730812514125715,1409654,1409654
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,5e-4,lr_0p0005,0.0005,1000,BH,oracle_bf,reference_built,8,Vacant Land,1680,1.074714183807373,-2.03120619058609,3.707161843776703,10.093720071698279,10.143900986252584,0.050180957991163365,5.888278407478916,1409654,1409654
MSASample,CONUS Model,CONUSStratifiedTest,1,U-Net,0.001,lr_0p001,0.001,1000,BH,oracle_bf,reference_built,8,Vacant Land,1680,-0.5807279348373413,-3.9948869943618774,1.6603151857852936,10.093720071698279,8.641611622051604,-1.4521084318472477,5.543732010196028,1409654,1409654
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,1e-4,lr_0p0001,0.0001,1000,BH,oracle_bf,reference_built,8,Vacant Land,1680,-1.4480378031730652,-5.3723225593566895,1.4420701265335085,10.093720071698279,7.90898843248992,-2.1847315937979155,5.820774965776676,1409654,1409654
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,2e-4,lr_0p0002,0.0002,1000,BH,oracle_bf,reference_built,8,Vacant Land,1680,-0.6482891142368317,-4.638594031333923,1.846384048461914,10.093720071698279,8.322542573432322,-1.7711774748095521,5.841475821299418,1409654,1409654
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,5e-4,lr_0p0005,0.0005,1000,BH,oracle_bf,reference_built,8,Vacant Land,1680,-0.8977044522762299,-4.679839134216309,1.536346256732941,10.093720071698279,8.203900670890814,-1.8898193830992212,5.69272654916922,1409654,1409654
MSASample,CONUS Model,CONUSStratifiedTest,2A,Single-latent cGAN,0.001,lr_0p001,0.001,1000,BH,oracle_bf,reference_built,8,Vacant Land,1680,-1.2302166223526,-4.973842024803162,1.247670978307724,10.093720071698279,7.975593806861689,-2.1181262444822284,5.668642838670666,1409654,1409654
